signal_ratio,seed,nbin,sigma_avg_SR,sigma_avg_bg4b_SR,sigma_avg_CR,sigma_avg_bg4b_CR,initialize_with_fvt,rejected_SR,rejected_bg4b_SR,rejected_CR,rejected_bg4b_CR
0.0,6,20,2.2960608,2.2960608,1.8302926,1.8302926,True,True,True,False,False
0.0,6,30,1.9273154,1.9273154,1.6591271,1.6591271,True,False,False,False,False
0.0,6,50,1.9579695,1.9579695,1.6395464,1.6395464,True,False,False,False,False
0.0,6,100,1.7095114,1.7095114,1.6975211,1.6975211,True,False,False,False,False
0.0,6,200,1.5709466,1.5709466,1.5888163,1.5888163,True,False,False,False,False
0.01,6,10,3.873627,3.2919648,0.9453662,1.6622375,True,True,True,False,False
0.01,6,20,2.9804165,2.5940027,1.9638917,2.1677144,True,True,True,True,True
0.01,6,30,2.541859,2.2439234,1.6586314,1.772502,True,True,True,False,False
0.01,6,50,2.0294826,1.8236786,1.507382,1.5610113,True,True,False,False,False
0.01,6,100,1.8277003,1.7079885,1.4663417,1.4969187,True,False,False,False,False
0.01,6,200,1.6326078,1.5596277,1.5016458,1.5116805,True,False,False,False,False
0.02,6,10,6.6780496,1.7741203,2.3048074,2.376337,True,True,False,True,True
0.02,6,20,4.7035937,1.9879354,2.0177917,2.0531757,True,True,True,True,True
0.02,6,30,3.9730291,1.8392242,1.9107757,1.9297581,True,True,False,False,False
0.02,6,50,3.1443603,1.557955,1.7674801,1.7882175,True,True,False,False,False
0.02,6,100,2.4045746,1.3815649,1.8011612,1.8115022,True,True,False,False,False
0.02,6,200,1.9977968,1.3823307,1.5847394,1.5883772,True,True,False,False,False
0.0,7,10,1.6957383,1.6957383,3.123413,3.123413,True,False,False,True,True
0.0,7,20,2.263233,2.263233,2.23829,2.23829,True,True,True,True,True
0.0,7,30,2.0074003,2.0074003,1.9705406,1.9705406,True,True,True,True,True
0.0,7,50,1.8252944,1.8252944,1.8080649,1.8080649,True,False,False,False,False
0.0,7,100,1.7059197,1.7059197,1.6827966,1.6827966,True,False,False,False,False
0.0,7,200,1.6059008,1.6059008,1.6388842,1.6388842,True,False,False,False,False
0.01,7,10,2.3943584,1.3191571,2.8428988,2.0930722,True,True,False,True,True
0.01,7,20,1.8429635,1.1993572,2.3226345,1.9105116,True,False,False,True,False
0.01,7,30,1.7331597,1.3533448,2.1034453,1.7906216,True,False,False,True,False
0.01,7,50,1.7342004,1.5161979,1.8474278,1.6326566,True,False,False,False,False
0.01,7,100,1.4625798,1.3277311,1.6051315,1.4743174,True,False,False,False,False
0.01,7,200,1.4903746,1.4326406,1.5975338,1.5348393,True,False,False,False,False
0.02,7,10,5.425912,2.2407103,2.7149405,2.0059564,True,True,True,True,True
0.02,7,20,4.296195,2.1426003,2.2915387,1.8789,True,True,True,True,False
0.02,7,30,3.560602,1.8951228,2.066029,1.7719502,True,True,False,True,False
0.02,7,50,2.9636462,1.7423587,1.7416822,1.5326087,True,True,False,False,False
0.02,7,100,2.40192,1.6279093,1.6081129,1.5059975,True,True,False,False,False
0.02,7,200,1.9911522,1.5053061,1.5116893,1.4609319,True,True,False,False,False
0.0,8,10,1.2231281,1.2231281,2.1707625,2.1707625,True,False,False,True,True
0.0,8,20,1.1117929,1.1117929,1.9014916,1.9014916,True,False,False,False,False
0.0,8,30,1.2929842,1.2929842,1.9474903,1.9474903,True,False,False,False,False
0.0,8,50,1.429082,1.429082,1.723772,1.723772,True,False,False,False,False
0.0,8,100,1.5306247,1.5306247,1.5994126,1.5994126,True,False,False,False,False
0.0,8,200,1.3910084,1.3910084,1.5245123,1.5245123,True,False,False,False,False
0.01,8,10,2.048436,1.1883311,2.4828744,2.7693546,True,True,False,True,True
0.01,8,20,1.7361385,1.3221058,2.1217868,2.3484757,True,False,False,True,True
0.01,8,30,1.7474586,1.5015935,1.7620444,1.9035778,True,False,False,False,False
0.01,8,50,1.6321898,1.4783603,1.7514521,1.8494248,True,False,False,False,False
0.01,8,100,1.4898012,1.3940332,1.6608856,1.7094014,True,False,False,False,False
0.01,8,200,1.5057312,1.4676783,1.5080222,1.5456655,True,False,False,False,False
0.02,8,10,5.5127172,3.817501,1.3139588,1.8008763,True,True,True,False,False
0.02,8,20,3.9785352,2.892246,1.4360625,1.6534585,True,True,True,False,False
0.02,8,30,3.304695,2.4804575,1.3178829,1.4980171,True,True,True,False,False
0.02,8,50,2.7023938,2.1528842,1.3936114,1.4966373,True,True,True,False,False
0.02,8,100,2.0833817,1.6930766,1.3099054,1.370696,True,True,False,False,False
0.02,8,200,1.8049847,1.5538726,1.4953868,1.518219,True,False,False,False,False
0.0,9,10,2.8624754,2.8624754,2.005411,2.005411,True,True,True,True,True
0.0,9,20,2.3443274,2.3443274,1.5993835,1.5993835,True,True,True,False,False
0.0,9,30,1.9869642,1.9869642,1.5598032,1.5598032,True,True,True,False,False
0.0,9,50,1.7920521,1.7920521,1.5479028,1.5479028,True,False,False,False,False
0.0,9,100,1.6588064,1.6588064,1.5416101,1.5416101,True,False,False,False,False
0.0,9,200,1.7016816,1.7016816,1.5846515,1.5846515,True,False,False,False,False
0.01,9,10,4.5478296,3.4290829,3.4648724,2.3656094,True,True,True,True,True
0.01,9,20,3.2352777,2.4840012,2.6208124,1.908142,True,True,True,True,False
0.01,9,30,2.7529252,2.1899014,2.2374105,1.7511252,True,True,True,True,False
0.01,9,50,2.4149246,2.0215764,1.9716531,1.6474081,True,True,True,True,False
0.01,9,100,2.0423915,1.8288753,1.7788924,1.6006117,True,True,False,False,False
0.01,9,200,1.7792395,1.651379,1.6995738,1.614898,True,False,False,False,False
0.02,9,10,5.800694,2.985306,1.36919,1.6862637,True,True,True,False,False
0.02,9,20,4.3070183,2.5376933,1.4694544,1.6295768,True,True,True,False,False
0.02,9,30,3.5544984,2.0252686,1.2945875,1.4187764,True,True,True,False,False
0.02,9,50,2.9814348,1.9237026,1.3558313,1.4293693,True,True,False,False,False
0.02,9,100,2.3459318,1.6951574,1.3943175,1.430681,True,True,False,False,False
0.02,9,200,2.027556,1.6170831,1.3471799,1.3645153,True,True,False,False,False
0.0,10,10,4.4276953,4.4276953,2.9025986,2.9025986,True,True,True,True,True
0.0,10,20,3.2857356,3.2857356,2.1421728,2.1421728,True,True,True,True,True
0.0,10,30,2.7636921,2.7636921,2.1087947,2.1087947,True,True,True,True,True
0.0,10,50,2.3600276,2.3600276,1.7951126,1.7951126,True,True,True,False,False
0.0,10,100,1.9698803,1.9698803,1.6908851,1.6908851,True,True,True,False,False
0.0,10,200,1.8587649,1.8587649,1.6460967,1.6460967,True,False,False,False,False
0.01,10,10,1.5264372,1.8861232,1.5432906,1.5569111,True,False,False,False,False
0.01,10,20,1.862795,1.7942847,1.3061982,1.3748045,True,False,False,False,False
0.01,10,30,2.0722582,2.058607,1.4484662,1.4511377,True,True,True,False,False
0.01,10,50,1.7576693,1.7522202,1.5847974,1.5802447,True,False,False,False,False
0.01,10,100,1.6287689,1.5970515,1.5325661,1.5528296,True,False,False,False,False
0.01,10,200,1.5567664,1.5404334,1.3899759,1.4002144,True,False,False,False,False
0.02,10,10,7.08979,2.8111236,2.2329507,1.7162971,True,True,True,True,False
0.02,10,20,5.18941,2.241857,1.893672,1.5596907,True,True,True,False,False
0.02,10,30,4.339147,2.1561563,1.6155777,1.3710738,True,True,True,False,False
0.02,10,50,3.4911706,1.8788043,1.5140082,1.3519846,True,True,False,False,False
0.02,10,100,2.6571674,1.6217265,1.4670705,1.3879135,True,True,False,False,False
0.02,10,200,2.1911683,1.5288502,1.4345076,1.3929605,True,True,False,False,False
0.0,11,10,2.4996562,2.4996562,2.5887694,2.5887694,True,True,True,True,True
0.0,11,20,2.103218,2.103218,2.1433773,2.1433773,True,True,True,True,True
0.0,11,30,1.5072477,1.5072477,2.103588,2.103588,True,False,False,True,True
0.0,11,50,1.6151674,1.6151674,2.1656668,2.1656668,True,False,False,True,True
0.0,11,100,1.6071655,1.6071655,1.9593332,1.9593332,True,False,False,False,False
0.0,11,200,1.6059324,1.6059324,1.7191494,1.7191494,True,False,False,False,False
0.01,11,10,2.8092952,3.1131432,2.1960826,2.9999802,True,True,True,True,True
0.01,11,20,2.1046102,2.3032463,2.1200974,2.4880154,True,True,True,True,True
0.01,11,30,1.9367957,2.0800028,1.7805539,2.0528383,True,False,True,False,True
0.01,11,50,1.726162,1.8322722,1.7284167,1.8994104,True,False,False,False,False
0.01,11,100,1.7563721,1.8067353,1.495804,1.5829346,True,False,False,False,False
0.01,11,200,1.6196481,1.6453369,1.4811285,1.5323648,True,False,False,False,False
0.02,11,10,6.6972632,4.1597447,2.431339,1.7299405,True,True,True,True,False
0.02,11,20,4.6892557,3.248291,2.0210664,1.6682315,True,True,True,True,False
0.02,11,30,3.9324713,2.706851,1.8133447,1.5636603,True,True,True,False,False
0.02,11,50,3.1795502,2.2679863,1.6623458,1.4884932,True,True,True,False,False
0.02,11,100,2.623562,2.089577,1.6384147,1.5423822,True,True,True,False,False
0.02,11,200,2.2185926,1.8283975,1.6644064,1.6143534,True,True,False,False,False
0.0,12,10,1.5318745,1.5318745,2.8344433,2.8344433,True,False,False,True,True
0.0,12,20,1.3118412,1.3118412,2.210792,2.210792,True,False,False,True,True
0.0,12,30,1.2815717,1.2815717,2.0423193,2.0423193,True,False,False,True,True
0.0,12,50,1.4406879,1.4406879,1.8009628,1.8009628,True,False,False,False,False
0.0,12,100,1.3895042,1.3895042,1.6465911,1.6465911,True,False,False,False,False
0.0,12,200,1.3903414,1.3903414,1.5082834,1.5082834,True,False,False,False,False
0.01,12,10,2.0956433,2.5236442,1.4173278,2.2528496,True,True,True,False,True
0.01,12,20,1.7124988,1.963353,1.5240412,1.9153575,True,False,True,False,False
0.01,12,30,1.5721245,1.7539548,1.4350399,1.7143742,True,False,False,False,False
0.01,12,50,1.4787561,1.5738811,1.4518801,1.6318547,True,False,False,False,False
0.01,12,100,1.5517272,1.5856938,1.4254618,1.5089061,True,False,False,False,False
0.01,12,200,1.5006679,1.5279276,1.4446052,1.4905965,True,False,False,False,False
0.02,12,10,5.431394,1.7898941,1.8835602,1.7085776,True,True,False,False,False
0.02,12,20,4.0915728,1.6946272,2.06046,1.9774036,True,True,False,True,True
0.02,12,30,3.4702525,1.6008683,1.6011219,1.5323737,True,True,False,False,False
0.02,12,50,2.8576202,1.4468613,1.6414977,1.6206793,True,True,False,False,False
0.02,12,100,2.221797,1.3169808,1.6765962,1.6622313,True,True,False,False,False
0.02,12,200,1.824776,1.2818127,1.5388663,1.5299846,True,False,False,False,False
0.0,13,10,2.241972,2.241972,1.6814687,1.6814687,True,True,True,False,False
0.0,13,20,1.8010571,1.8010571,1.6911813,1.6911813,True,False,False,False,False
0.0,13,30,1.6978743,1.6978743,1.4279436,1.4279436,True,False,False,False,False
0.0,13,50,1.5433955,1.5433955,1.3183131,1.3183131,True,False,False,False,False
0.0,13,100,1.39997,1.39997,1.3281924,1.3281924,True,False,False,False,False
0.0,13,200,1.4499389,1.4499389,1.456156,1.456156,True,False,False,False,False
0.01,13,10,3.203206,2.0443814,1.536699,1.5793755,True,True,True,False,False
0.01,13,20,2.4771628,1.764599,1.199034,1.2256107,True,True,False,False,False
0.01,13,30,2.227478,1.7149538,1.5187062,1.5207368,True,True,False,False,False
0.01,13,50,2.0412812,1.7026521,1.3295105,1.3425822,True,True,False,False,False
0.01,13,100,1.7545515,1.5633743,1.476029,1.475882,True,False,False,False,False
0.01,13,200,1.6496633,1.5293798,1.3596823,1.3606633,True,False,False,False,False
0.02,13,10,7.0094657,3.3544936,2.794278,3.129064,True,True,True,True,True
0.02,13,20,5.19496,2.6886656,2.1822205,2.361894,True,True,True,True,True
0.02,13,30,4.4610496,2.3811376,1.7122636,1.8679198,True,True,True,False,False
0.02,13,50,3.523839,1.9682198,1.681338,1.7809216,True,True,True,False,False
0.02,13,100,2.7150333,1.7196136,1.5155548,1.5674314,True,True,False,False,False
0.02,13,200,2.1533592,1.5284197,1.3807732,1.4119233,True,True,False,False,False
0.0,14,10,2.0717938,2.0717938,2.7721,2.7721,True,True,True,True,True
0.0,14,20,1.7359085,1.7359085,2.077463,2.077463,True,False,False,True,True
0.0,14,30,1.7558675,1.7558675,2.0344734,2.0344734,True,False,False,True,True
0.0,14,50,1.7298251,1.7298251,1.7691463,1.7691463,True,False,False,False,False
0.0,14,100,1.7515723,1.7515723,1.6606181,1.6606181,True,False,False,False,False
0.0,14,200,1.5823733,1.5823733,1.6125426,1.6125426,True,False,False,False,False
0.01,14,10,3.0564163,3.0848343,1.0298959,1.699416,True,True,True,False,False
0.01,14,20,2.2429032,2.2839704,0.98977923,1.2770711,True,True,True,False,False
0.01,14,30,2.0114806,2.002644,1.3290521,1.4649148,True,True,True,False,False
0.01,14,50,1.877426,1.8511149,1.586609,1.6690876,True,False,False,False,False
0.01,14,100,1.7390195,1.6990983,1.5044627,1.5377703,True,False,False,False,False
0.01,14,200,1.5964757,1.5749129,1.5204303,1.5441408,True,False,False,False,False
0.02,14,10,4.023372,3.6285858,1.8534275,2.41389,True,True,True,False,True
0.02,14,20,3.0400531,2.778697,1.6729661,1.9676679,True,True,True,False,True
0.02,14,30,2.6975756,2.3535588,1.5368307,1.7353408,True,True,True,False,False
0.02,14,50,2.264775,1.9755164,1.5431137,1.6796138,True,True,True,False,False
0.02,14,100,1.862526,1.6519159,1.5425422,1.6003151,True,False,False,False,False
0.02,14,200,1.7309049,1.5891864,1.5058643,1.5454482,True,False,False,False,False
0.0,15,10,2.238768,2.238768,2.2120194,2.2120194,True,True,True,True,True
0.0,15,20,1.8672467,1.8672467,1.8248938,1.8248938,True,False,False,False,False
0.0,15,30,1.7422374,1.7422374,1.6672355,1.6672355,True,False,False,False,False
0.0,15,50,1.5620072,1.5620072,1.6578355,1.6578355,True,False,False,False,False
0.0,15,100,1.4117892,1.4117892,1.6127714,1.6127714,True,False,False,False,False
0.0,15,200,1.4118681,1.4118681,1.4437635,1.4437635,True,False,False,False,False
0.01,15,10,2.1086183,2.7020001,2.1019893,2.639777,True,True,True,True,True
0.01,15,20,1.7099953,2.078257,2.0312538,2.373395,True,False,True,True,True
0.01,15,30,1.5718087,1.8468509,1.8414814,2.070915,True,False,False,False,True
0.01,15,50,1.5725032,1.7300799,1.7874788,1.9366937,True,False,False,False,False
0.01,15,100,1.6528047,1.7235196,1.666027,1.7511953,True,False,False,False,False
0.01,15,200,1.5041116,1.5435531,1.5710984,1.6193107,True,False,False,False,False
0.02,15,10,6.2083473,1.5609994,1.8121701,2.2626665,True,True,False,False,True
0.02,15,20,4.376942,1.5751302,1.7248228,1.9115849,True,True,False,False,False
0.02,15,30,3.65004,1.3856112,1.6659601,1.7967018,True,True,False,False,False
0.02,15,50,2.908733,1.2856071,1.5099524,1.5911458,True,True,False,False,False
0.02,15,100,2.3187594,1.381835,1.4397252,1.4787408,True,True,False,False,False
0.02,15,200,1.9346418,1.3890163,1.4930618,1.5045443,True,False,False,False,False
0.0,16,10,1.891819,1.891819,1.6819301,1.6819301,True,False,False,False,False
0.0,16,20,1.6570383,1.6570383,1.654841,1.654841,True,False,False,False,False
0.0,16,30,1.4539214,1.4539214,1.5710995,1.5710995,True,False,False,False,False
0.0,16,50,1.5227886,1.5227886,1.4441224,1.4441224,True,False,False,False,False
0.0,16,100,1.4963509,1.4963509,1.544852,1.544852,True,False,False,False,False
0.0,16,200,1.3878628,1.3878628,1.4867676,1.4867676,True,False,False,False,False
0.01,16,10,1.6866127,1.9405196,2.1361134,2.4877484,True,False,False,True,True
0.01,16,20,1.2987187,1.4868581,1.976237,2.0875683,True,False,False,True,True
0.01,16,30,1.4565336,1.571068,1.7264701,1.7986645,True,False,False,False,False
0.01,16,50,1.342532,1.3977778,1.892326,1.936696,True,False,False,False,False
0.01,16,100,1.5664778,1.5851306,1.6327882,1.6633639,True,False,False,False,False
0.01,16,200,1.5037584,1.5196673,1.5034502,1.5188768,True,False,False,False,False
0.02,16,10,5.970204,3.37736,2.788909,2.9473164,True,True,True,True,True
0.02,16,20,4.5923924,2.662631,2.1136897,2.2268844,True,True,True,True,True
0.02,16,30,3.7977467,2.2057297,1.9190276,1.998893,True,True,True,False,True
0.02,16,50,3.105217,2.0404592,1.6304196,1.6914064,True,True,True,False,False
0.02,16,100,2.3949652,1.7235667,1.5636474,1.5844153,True,True,False,False,False
0.02,16,200,1.9874516,1.5637499,1.4008546,1.4133044,True,True,False,False,False
0.0,17,10,2.1805823,2.1805823,2.4420068,2.4420068,True,True,True,True,True
0.0,17,20,2.2718039,2.2718039,1.9021082,1.9021082,True,True,True,False,False
0.0,17,30,1.6393199,1.6393199,1.9056096,1.9056096,True,False,False,False,False
0.0,17,50,1.6605794,1.6605794,1.8324507,1.8324507,True,False,False,False,False
0.0,17,100,1.5763105,1.5763105,1.5933996,1.5933996,True,False,False,False,False
0.0,17,200,1.522816,1.522816,1.5999823,1.5999823,True,False,False,False,False
0.01,17,10,2.1162555,1.7497973,1.3933533,2.5643508,True,True,False,False,True
0.01,17,20,1.4634508,1.2463937,1.7010595,2.2008536,True,False,False,False,True
0.01,17,30,1.6758502,1.4988327,1.9262176,2.2513163,True,False,False,False,True
0.01,17,50,1.3479358,1.2334161,1.7183397,1.955363,True,False,False,False,False
0.01,17,100,1.4180698,1.3647691,1.5844859,1.71058,True,False,False,False,False
0.01,17,200,1.298731,1.2692505,1.5065223,1.5820568,True,False,False,False,False
0.02,17,10,7.3759856,3.52993,1.4601288,1.8127484,True,True,True,False,False
0.02,17,20,5.7505007,2.7729173,1.6317399,1.8130653,True,True,True,False,False
0.02,17,30,4.8200192,2.152416,1.5138309,1.6197635,True,True,True,False,False
0.02,17,50,4.094239,1.9950771,1.4802972,1.5474161,True,True,True,False,False
0.02,17,100,3.0330362,1.6015406,1.4534916,1.4832757,True,True,False,False,False
0.02,17,200,2.4001918,1.4959623,1.5576564,1.568858,True,True,False,False,False
0.0,18,10,2.4925594,2.4925594,1.5624533,1.5624533,True,True,True,False,False
0.0,18,20,1.7893635,1.7893635,1.5383135,1.5383135,True,False,False,False,False
0.0,18,30,1.653947,1.653947,1.4959074,1.4959074,True,False,False,False,False
0.0,18,50,1.5004892,1.5004892,1.3921545,1.3921545,True,False,False,False,False
0.0,18,100,1.4124063,1.4124063,1.4221761,1.4221761,True,False,False,False,False
0.0,18,200,1.5788522,1.5788522,1.4183099,1.4183099,True,False,False,False,False
0.01,18,10,4.7078123,4.3891625,2.62704,2.6870098,True,True,True,True,True
0.01,18,20,3.4691632,3.2344918,2.1379046,2.1779907,True,True,True,True,True
0.01,18,30,2.9209874,2.7285478,1.8958231,1.9262547,True,True,True,False,False
0.01,18,50,2.832066,2.6924968,1.7317625,1.7611638,True,True,True,False,False
0.01,18,100,2.1716125,2.0734398,1.60767,1.6202893,True,True,True,False,False
0.01,18,200,1.8898833,1.8355559,1.517545,1.5216562,True,False,False,False,False
0.02,18,10,5.5638323,2.0657825,1.7263927,1.4282447,True,True,True,False,False
0.02,18,20,4.172383,1.8831446,1.7438397,1.5183463,True,True,False,False,False
0.02,18,30,3.5865202,1.5890625,1.5549217,1.3761234,True,True,False,False,False
0.02,18,50,3.0227597,1.6070344,1.5500396,1.4407037,True,True,False,False,False
0.02,18,100,2.4128413,1.4942002,1.4715778,1.4196402,True,True,False,False,False
0.02,18,200,2.0418162,1.4605951,1.4286996,1.3947636,True,True,False,False,False
0.0,19,10,2.476633,2.476633,2.2510588,2.2510588,True,True,True,True,True
0.0,19,20,2.2419677,2.2419677,1.7132726,1.7132726,True,True,True,False,False
0.0,19,30,2.012604,2.012604,1.5845295,1.5845295,True,True,True,False,False
0.0,19,50,1.8397377,1.8397377,1.5403911,1.5403911,True,False,False,False,False
0.0,19,100,1.6237738,1.6237738,1.4352798,1.4352798,True,False,False,False,False
0.0,19,200,1.5135363,1.5135363,1.5103227,1.5103227,True,False,False,False,False
0.01,19,10,1.9417447,1.8746704,1.268425,1.9063915,True,False,False,False,False
0.01,19,20,1.8003232,1.8004421,1.6115417,1.8743385,True,False,False,False,False
0.01,19,30,1.75859,1.7602355,1.4645709,1.6541227,True,False,False,False,False
0.01,19,50,1.6426672,1.6405381,1.7386782,1.8393482,True,False,False,False,False
0.01,19,100,1.5858463,1.5837847,1.5045829,1.5547128,True,False,False,False,False
0.01,19,200,1.5107445,1.5059748,1.4911939,1.511364,True,False,False,False,False
0.02,19,10,2.4017575,2.2856615,3.1162689,4.618408,True,True,True,True,True
0.02,19,20,2.139324,2.088065,2.304212,3.2840736,True,True,True,True,True
0.02,19,30,1.8734866,1.6717865,2.0183828,2.777218,True,False,False,True,True
0.02,19,50,1.7089113,1.5973359,1.7296722,2.276036,True,False,False,False,True
0.02,19,100,1.6871295,1.629217,1.6931051,1.9765881,True,False,False,False,True
0.02,19,200,1.4478914,1.40761,1.6037695,1.7615076,True,False,False,False,False
0.0,20,10,2.7827861,2.7827861,2.0381281,2.0381281,True,True,True,True,True
0.0,20,20,2.1205823,2.1205823,1.6014147,1.6014147,True,True,True,False,False
0.0,20,30,2.0457058,2.0457058,1.425083,1.425083,True,True,True,False,False
0.0,20,50,1.8072529,1.8072529,1.2963862,1.2963862,True,False,False,False,False
0.0,20,100,1.4805443,1.4805443,1.4569653,1.4569653,True,False,False,False,False
0.0,20,200,1.5836227,1.5836227,1.4531221,1.4531221,True,False,False,False,False
0.01,20,10,3.7111557,2.3680139,1.4848828,1.2378085,True,True,True,False,False
0.01,20,20,2.8166683,2.080086,1.9116321,1.7208644,True,True,True,False,False
0.01,20,30,2.4083672,1.8354636,1.3153949,1.1672248,True,True,False,False,False
0.01,20,50,2.04588,1.6656442,1.350066,1.2267245,True,True,False,False,False
0.01,20,100,1.8873764,1.7009431,1.5686336,1.5117245,True,False,False,False,False
0.01,20,200,1.715696,1.6235381,1.4589281,1.4298545,True,False,False,False,False
0.02,20,10,6.0186133,1.2465444,2.7024965,2.8912654,True,True,False,True,True
0.02,20,20,4.2222295,1.2723033,2.1447208,2.2821422,True,True,False,True,True
0.02,20,30,3.5220382,1.1038933,1.8827721,1.9774235,True,True,False,False,True
0.02,20,50,2.8224087,1.2575262,1.7878627,1.8514315,True,True,False,False,False
0.02,20,100,2.2704282,1.345986,1.742021,1.7790518,True,True,False,False,False
0.02,20,200,1.8770525,1.3215687,1.5766307,1.5913123,True,False,False,False,False
0.0,21,10,1.6837171,1.6837171,1.468883,1.468883,True,False,False,False,False
0.0,21,20,1.5323901,1.5323901,1.5753936,1.5753936,True,False,False,False,False
0.0,21,30,1.5926242,1.5926242,1.606262,1.606262,True,False,False,False,False
0.0,21,50,1.7378795,1.7378795,1.4701358,1.4701358,True,False,False,False,False
0.0,21,100,1.6620513,1.6620513,1.549041,1.549041,True,False,False,False,False
0.0,21,200,1.5356673,1.5356673,1.4319086,1.4319086,True,False,False,False,False
0.01,21,10,3.1860993,1.8317789,2.8427188,2.1940796,True,True,False,True,True
0.01,21,20,2.5443325,1.6458882,2.1058004,1.7845311,True,True,False,True,False
0.01,21,30,2.4834025,1.9058843,1.8715248,1.6255928,True,True,False,False,False
0.01,21,50,2.2219527,1.8436114,1.6349891,1.4942034,True,True,False,False,False
0.01,21,100,1.865964,1.6545353,1.5693758,1.4920652,True,False,False,False,False
0.01,21,200,1.6692275,1.5574147,1.4790189,1.4331794,True,False,False,False,False
0.02,21,10,6.055549,2.4876535,3.0635018,3.8961217,True,True,True,True,True
0.02,21,20,4.627671,2.050943,2.3845465,2.9267273,True,True,True,True,True
0.02,21,30,3.8410513,1.5705237,2.2684464,2.6411889,True,True,False,True,True
0.02,21,50,3.167812,1.6332827,1.7820874,2.0580342,True,True,False,False,True
0.02,21,100,2.5304093,1.5023334,1.7144424,1.8625807,True,True,False,False,False
0.02,21,200,2.0372064,1.3438448,1.6590395,1.7337422,True,True,False,False,False
0.0,22,10,2.0578735,2.0578735,1.3546609,1.3546609,True,True,True,False,False
0.0,22,20,2.0537105,2.0537105,1.5478619,1.5478619,True,True,True,False,False
0.0,22,30,2.133886,2.133886,1.5416514,1.5416514,True,True,True,False,False
0.0,22,50,1.7955734,1.7955734,1.4320121,1.4320121,True,False,False,False,False
0.0,22,100,1.7092159,1.7092159,1.4881597,1.4881597,True,False,False,False,False
0.0,22,200,1.5971092,1.5971092,1.4065421,1.4065421,True,False,False,False,False
0.01,22,10,1.9947248,1.3334485,2.5040612,2.2828746,True,True,False,True,True
0.01,22,20,1.589881,1.1886662,2.0047152,1.9635632,True,False,False,True,True
0.01,22,30,1.5574131,1.3161465,1.7003239,1.6353476,True,False,False,False,False
0.01,22,50,1.4023558,1.2637328,1.696437,1.6570325,True,False,False,False,False
0.01,22,100,1.4581901,1.3872607,1.516615,1.5025421,True,False,False,False,False
0.01,22,200,1.4870061,1.4475085,1.5508673,1.5293608,True,False,False,False,False
0.02,22,10,7.7615094,3.3736584,2.1753643,2.7532043,True,True,True,True,True
0.02,22,20,5.523878,2.3201487,2.0124874,2.3766963,True,True,True,True,True
0.02,22,30,4.5576496,2.0636258,1.8613514,2.1117618,True,True,True,False,True
0.02,22,50,3.6344311,1.8663211,1.7931013,1.9413497,True,True,False,False,False
0.02,22,100,2.7318666,1.691394,1.7705567,1.8419127,True,True,False,False,False
0.02,22,200,2.22819,1.5911921,1.6817577,1.7125385,True,True,False,False,False
0.0,23,10,2.8466175,2.8466175,2.1048234,2.1048234,True,True,True,True,True
0.0,23,20,2.8584013,2.8584013,1.6391388,1.6391388,True,True,True,False,False
0.0,23,30,2.4503062,2.4503062,1.548831,1.548831,True,True,True,False,False
0.0,23,50,1.9423438,1.9423438,1.5224634,1.5224634,True,False,False,False,False
0.0,23,100,1.8554044,1.8554044,1.3756872,1.3756872,True,False,False,False,False
0.0,23,200,1.7067468,1.7067468,1.4053943,1.4053943,True,False,False,False,False
0.01,23,10,4.428531,4.6298265,2.5514152,3.829211,True,True,True,True,True
0.01,23,20,3.0918949,3.2040522,2.0665617,2.8586936,True,True,True,True,True
0.01,23,30,2.6242537,2.7129052,1.8337506,2.450802,True,True,True,False,True
0.01,23,50,2.2595108,2.321012,1.7122815,2.1328883,True,True,True,False,True
0.01,23,100,1.8528845,1.8947344,1.5370866,1.7988197,True,False,False,False,False
0.01,23,200,1.7439755,1.7683296,1.4991039,1.6417651,True,False,False,False,False
0.02,23,10,2.921351,3.0714455,1.4654843,2.299222,True,True,True,False,True
0.02,23,20,2.2716491,2.3262875,1.6928357,2.0895805,True,True,True,False,True
0.02,23,30,1.903767,1.9953933,1.8423314,2.1066227,True,False,True,False,True
0.02,23,50,2.0102153,2.0555644,1.6123248,1.7813791,True,True,True,False,False
0.02,23,100,1.6166962,1.6630603,1.5564158,1.6550734,True,False,False,False,False
0.02,23,200,1.6160547,1.5643219,1.4118333,1.4722494,True,False,False,False,False
0.0,24,10,2.1123345,2.1123345,1.7963641,1.7963641,True,True,True,False,False
0.0,24,20,1.8366637,1.8366637,1.5426413,1.5426413,True,False,False,False,False
0.0,24,30,1.4271187,1.4271187,1.3615938,1.3615938,True,False,False,False,False
0.0,24,50,1.4900975,1.4900975,1.6980188,1.6980188,True,False,False,False,False
0.0,24,100,1.3261306,1.3261306,1.5051862,1.5051862,True,False,False,False,False
0.0,24,200,1.4059104,1.4059104,1.4241418,1.4241418,True,False,False,False,False
0.01,24,10,1.3755966,1.5375012,1.5423453,1.5831974,True,False,False,False,False
0.01,24,20,1.6217612,1.6920582,1.420127,1.5283693,True,False,False,False,False
0.01,24,30,1.6555563,1.6565357,1.6690276,1.7377381,True,False,False,False,False
0.01,24,50,1.7037629,1.6773343,1.4856758,1.5298332,True,False,False,False,False
0.01,24,100,1.5458556,1.4997803,1.3171844,1.3462328,True,False,False,False,False
0.01,24,200,1.5376835,1.5257734,1.4989327,1.5042804,True,False,False,False,False
